pay_date,producttitle,productType,revenue,paymenttype,Source,user_type
02.04.2022,Продукт 1,Тип 1,1530,покупка,None,old
02.04.2022,Продукт 4,Тип 1,3315,покупка,Ютуб,new
02.04.2022,Продукт 6,Тип 2,7170,покупка,None,old
02.04.2022,Продукт 7,Тип 3,12000,в подарок,None,new
02.04.2022,Продукт 8,Тип 3,12800,в подарок,None,new
02.04.2022,Продукт 9,Тип 3,11600,в подарок,None,new
02.04.2022,Продукт 9,Тип 3,2800,в подарок,None,old
02.04.2022,Продукт 12,Тип 1,7140,покупка,None,new
02.04.2022,Продукт 12,Тип 1,1530,покупка,None,old
02.04.2022,Продукт 12,Тип 1,3570,покупка,Телеграм,old
02.04.2022,Продукт 13,Тип 2,3200,покупка,None,old
02.04.2022,Продукт 13,Тип 2,2275,покупка,Телеграм,new
02.04.2022,Продукт 14,Тип 4,1860,покупка,Блогер,new
02.04.2022,Продукт 15,Тип 4,1050,покупка,Телеграм,old
02.04.2022,Продукт 16,Тип 2,4960,покупка,None,old
02.04.2022,Продукт 17,Тип 2,2015,покупка,Ютуб,old
02.04.2022,Продукт 18,Тип 1,3060,в подарок,None,new
02.04.2022,Продукт 18,Тип 1,3060,в подарок,Блогер,new
02.04.2022,Продукт 18,Тип 1,12240,покупка,Блогер,new
02.04.2022,Продукт 23,Тип 1,19680,в подарок,None,new
02.04.2022,Продукт 24,Тип 2,7920,покупка,None,new
02.04.2022,Продукт 26,Тип 5,15555,покупка,None,old
02.04.2022,Продукт 27,Тип 2,4340,покупка,None,new
02.04.2022,Продукт 28,Тип 5,4080,покупка,None,new
02.04.2022,Продукт 28,Тип 5,4080,покупка,None,old
02.04.2022,Продукт 28,Тип 5,9945,покупка,Ютуб,new
02.04.2022,Продукт 28,Тип 5,3315,покупка,Ютуб,old
02.04.2022,Продукт 28,Тип 5,6630,покупка,Телеграм,new
02.04.2022,Продукт 28,Тип 5,6630,покупка,Телеграм,old
02.04.2022,Продукт 29,Тип 2,530,покупка,None,old
02.04.2022,Продукт 29,Тип 2,2170,покупка,Телеграм,old
02.04.2022,Продукт 60,Тип 2,2450,покупка,Телеграм,old
02.04.2022,Продукт 31,Тип 1,2730,покупка,None,old
02.04.2022,Продукт 68,Тип 4,2000,покупка,None,old
02.04.2022,Продукт 32,Тип 6,18000,покупка,None,new
02.04.2022,Продукт 32,Тип 6,10800,покупка,Блогер,new
02.04.2022,Продукт 34,Тип 2,2795,покупка,Ютуб,new
02.04.2022,Продукт 34,Тип 2,2580,покупка,Лидген,new
02.04.2022,Продукт 34,Тип 2,3010,покупка,Телеграм,old
02.04.2022,Продукт 39,Тип 5,2275,в подарок,Ютуб,new
02.04.2022,Продукт 39,Тип 5,22750,покупка,Ютуб,new
02.04.2022,Продукт 39,Тип 5,6825,покупка,Телеграм,new
02.04.2022,Продукт 39,Тип 5,4550,покупка,Телеграм,old
03.04.2022,Продукт 1,Тип 1,3570,покупка,None,new
03.04.2022,Продукт 3,Тип 2,4080,в подарок,None,new
03.04.2022,Продукт 3,Тип 2,4080,покупка,None,old
03.04.2022,Продукт 4,Тип 1,3315,в подарок,Ютуб,old
03.04.2022,Продукт 4,Тип 1,3315,покупка,Ютуб,new
03.04.2022,Продукт 5,Тип 7,4410,в подарок,None,new
03.04.2022,Продукт 5,Тип 7,9450,покупка,None,new
03.04.2022,Продукт 6,Тип 2,5040,в подарок,None,new
03.04.2022,Продукт 7,Тип 3,12000,в подарок,None,new
03.04.2022,Продукт 7,Тип 3,6000,в подарок,None,old
03.04.2022,Продукт 8,Тип 3,5600,в подарок,None,new
03.04.2022,Продукт 9,Тип 3,1600,в подарок,None,new
03.04.2022,Продукт 11,Тип 2,2450,покупка,None,new
03.04.2022,Продукт 11,Тип 2,2800,покупка,None,old
03.04.2022,Продукт 47,Тип 7,3430,покупка,None,new
03.04.2022,Продукт 13,Тип 2,1225,в подарок,Телеграм,new
03.04.2022,Продукт 16,Тип 2,4960,покупка,None,old
03.04.2022,Продукт 17,Тип 2,1085,в подарок,Телеграм,new
03.04.2022,Продукт 17,Тип 2,170,покупка,None,old
03.04.2022,Продукт 18,Тип 1,21420,покупка,Блогер,new
03.04.2022,Продукт 20,Тип 1,4080,покупка,None,old
03.04.2022,Продукт 21,Тип 5,1085,в подарок,Телеграм,new
03.04.2022,Продукт 22,Тип 1,3570,покупка,None,new
03.04.2022,Продукт 25,Тип 7,5760,покупка,None,old
03.04.2022,Продукт 25,Тип 7,4680,покупка,Ютуб,new
03.04.2022,Продукт 26,Тип 5,4080,покупка,None,old
03.04.2022,Продукт 27,Тип 2,2170,покупка,None,new
03.04.2022,Продукт 27,Тип 2,2480,покупка,None,old
03.04.2022,Продукт 28,Тип 5,19890,покупка,Ютуб,new
03.04.2022,Продукт 28,Тип 5,6630,покупка,Ютуб,old
03.04.2022,Продукт 28,Тип 5,6630,покупка,Телеграм,new
03.04.2022,Продукт 28,Тип 5,6630,покупка,Телеграм,old
03.04.2022,Продукт 29,Тип 2,4960,покупка,None,new
03.04.2022,Продукт 29,Тип 2,76880,покупка,None,old
03.04.2022,Продукт 31,Тип 1,3250,покупка,None,old
03.04.2022,Продукт 32,Тип 6,10800,покупка,None,new
03.04.2022,Продукт 33,Тип 2,780,покупка,None,old
03.04.2022,Продукт 34,Тип 2,1505,в подарок,Телеграм,new
03.04.2022,Продукт 34,Тип 2,1010,покупка,None,old
03.04.2022,Продукт 34,Тип 2,2795,покупка,Ютуб,old
03.04.2022,Продукт 35,Тип 2,2690,покупка,None,old
03.04.2022,Продукт 36,Тип 4,2450,покупка,None,new
03.04.2022,Продукт 37,Тип 4,2480,в подарок,None,new
03.04.2022,Продукт 39,Тип 5,2800,в подарок,None,old
03.04.2022,Продукт 39,Тип 5,1225,в подарок,Телеграм,new
03.04.2022,Продукт 39,Тип 5,10500,покупка,None,new
03.04.2022,Продукт 39,Тип 5,54600,покупка,None,old
03.04.2022,Продукт 39,Тип 5,45500,покупка,Ютуб,new
03.04.2022,Продукт 39,Тип 5,6825,покупка,Ютуб,old
03.04.2022,Продукт 39,Тип 5,2275,покупка,Телеграм,new
03.04.2022,Продукт 39,Тип 5,2275,покупка,Телеграм,old
04.04.2022,Продукт 40,Тип 1,784,покупка,None,old
04.04.2022,Продукт 3,Тип 2,1728,покупка,None,old
04.04.2022,Продукт 3,Тип 2,2295,покупка,Ютуб,old
04.04.2022,Продукт 4,Тип 1,5100,покупка,None,new
04.04.2022,Продукт 41,Тип 4,1560,покупка,Блогер,old
04.04.2022,Продукт 6,Тип 2,3465,покупка,Телеграм,old
04.04.2022,Продукт 42,Тип 4,108,покупка,None,old
04.04.2022,Продукт 7,Тип 3,5600,в подарок,None,new
04.04.2022,Продукт 7,Тип 3,6000,в подарок,None,old
04.04.2022,Продукт 8,Тип 3,3600,в подарок,None,new
04.04.2022,Продукт 9,Тип 3,8160,в подарок,None,new
04.04.2022,Продукт 9,Тип 3,3600,в подарок,None,old
04.04.2022,Продукт 10,Тип 4,1400,покупка,None,new
04.04.2022,Продукт 11,Тип 2,84,покупка,None,old
04.04.2022,Продукт 11,Тип 2,2450,покупка,Реклама,old
04.04.2022,Продукт 43,Тип 4,3120,в подарок,None,new
04.04.2022,Продукт 12,Тип 1,2040,покупка,None,new
04.04.2022,Продукт 12,Тип 1,4454,покупка,None,old
04.04.2022,Продукт 46,Тип 4,108,покупка,None,old
04.04.2022,Продукт 13,Тип 2,2100,покупка,None,new
04.04.2022,Продукт 13,Тип 2,2275,покупка,Ютуб,old
04.04.2022,Продукт 14,Тип 4,4030,покупка,None,old
04.04.2022,Продукт 50,Тип 4,620,покупка,None,new
04.04.2022,Продукт 18,Тип 1,6120,покупка,None,new
04.04.2022,Продукт 22,Тип 1,884,покупка,None,old
04.04.2022,Продукт 23,Тип 1,9840,в подарок,None,old
04.04.2022,Продукт 27,Тип 2,2480,покупка,None,old
04.04.2022,Продукт 27,Тип 2,3720,покупка,Блогер,new
04.04.2022,Продукт 27,Тип 2,1860,покупка,Блогер,old
04.04.2022,Продукт 27,Тип 2,2015,покупка,Ютуб,new
04.04.2022,Продукт 27,Тип 2,4030,покупка,Ютуб,old
04.04.2022,Продукт 27,Тип 2,2015,покупка,Телеграм,new
04.04.2022,Продукт 27,Тип 2,4030,покупка,Телеграм,old
04.04.2022,Продукт 51,Тип 4,108,покупка,None,old
04.04.2022,Продукт 51,Тип 4,775,покупка,Ютуб,old
04.04.2022,Продукт 52,Тип 4,2340,в подарок,None,new
04.04.2022,Продукт 52,Тип 4,2730,покупка,None,new
04.04.2022,Продукт 52,Тип 4,975,покупка,Ютуб,old
04.04.2022,Продукт 28,Тип 5,4080,покупка,None,old
04.04.2022,Продукт 28,Тип 5,33150,покупка,Ютуб,new
04.04.2022,Продукт 28,Тип 5,9945,покупка,Ютуб,old
04.04.2022,Продукт 28,Тип 5,6630,покупка,Телеграм,new
04.04.2022,Продукт 29,Тип 2,2480,покупка,None,new
04.04.2022,Продукт 29,Тип 2,22514,покупка,None,old
04.04.2022,Продукт 29,Тип 2,3720,покупка,Телеграм,old
04.04.2022,Продукт 30,Тип 4,2480,покупка,None,old
04.04.2022,Продукт 30,Тип 4,775,покупка,Ютуб,old
04.04.2022,Продукт 31,Тип 1,9000,покупка,None,new
04.04.2022,Продукт 31,Тип 1,12000,покупка,None,old
04.04.2022,Продукт 31,Тип 1,4125,покупка,Телеграм,old
04.04.2022,Продукт 32,Тип 6,10800,покупка,None,new
04.04.2022,Продукт 32,Тип 6,18000,покупка,None,old
04.04.2022,Продукт 34,Тип 2,3440,покупка,None,new
04.04.2022,Продукт 34,Тип 2,4338,покупка,None,old
04.04.2022,Продукт 56,Тип 4,3060,покупка,None,new
04.04.2022,Продукт 36,Тип 4,3430,покупка,None,old
04.04.2022,Продукт 37,Тип 4,1860,покупка,None,old
04.04.2022,Продукт 39,Тип 5,32200,покупка,None,old
04.04.2022,Продукт 39,Тип 5,2275,покупка,Ютуб,new
04.04.2022,Продукт 39,Тип 5,6825,покупка,Ютуб,old
04.04.2022,Продукт 39,Тип 5,2275,покупка,Телеграм,old
05.04.2022,Продукт 4,Тип 1,3060,в подарок,None,new
05.04.2022,Продукт 4,Тип 1,3060,покупка,Блогер,new
05.04.2022,Продукт 4,Тип 1,3060,покупка,Блогер,old
05.04.2022,Продукт 6,Тип 2,4095,покупка,Телеграм,old
05.04.2022,Продукт 42,Тип 4,2480,покупка,None,old
05.04.2022,Продукт 7,Тип 3,7520,в подарок,None,new
05.04.2022,Продукт 9,Тип 3,6400,в подарок,None,new
05.04.2022,Продукт 11,Тип 2,12950,покупка,None,new
05.04.2022,Продукт 11,Тип 2,56000,покупка,None,old
05.04.2022,Продукт 43,Тип 4,3120,покупка,None,new
05.04.2022,Продукт 45,Тип 1,540,в подарок,None,new
05.04.2022,Продукт 12,Тип 1,8160,покупка,None,new
05.04.2022,Продукт 12,Тип 1,4080,покупка,None,old
05.04.2022,Продукт 13,Тип 2,2800,покупка,None,old
05.04.2022,Продукт 13,Тип 2,2275,покупка,Ютуб,new
05.04.2022,Продукт 13,Тип 2,9100,покупка,Телеграм,old
05.04.2022,Продукт 16,Тип 2,2170,покупка,None,old
05.04.2022,Продукт 17,Тип 2,4960,покупка,None,new
05.04.2022,Продукт 17,Тип 2,24800,покупка,None,old
05.04.2022,Продукт 17,Тип 2,2015,покупка,Ютуб,new
05.04.2022,Продукт 17,Тип 2,2015,покупка,Телеграм,old
05.04.2022,Продукт 18,Тип 1,8160,покупка,None,old
05.04.2022,Продукт 18,Тип 1,6120,покупка,Блогер,new
05.04.2022,Продукт 18,Тип 1,3315,покупка,Ютуб,new
05.04.2022,Продукт 19,Тип 4,3500,покупка,None,new
05.04.2022,Продукт 23,Тип 1,9840,в подарок,None,new
05.04.2022,Продукт 23,Тип 1,8610,покупка,None,old
05.04.2022,Продукт 23,Тип 1,7995,покупка,Телеграм,new
05.04.2022,Продукт 25,Тип 7,5760,покупка,None,new
05.04.2022,Продукт 26,Тип 5,4080,покупка,None,old
05.04.2022,Продукт 27,Тип 2,1860,покупка,Блогер,old
05.04.2022,Продукт 27,Тип 2,14105,покупка,Ютуб,new
05.04.2022,Продукт 27,Тип 2,6460,покупка,Ютуб,old
05.04.2022,Продукт 27,Тип 2,4030,покупка,Телеграм,new
05.04.2022,Продукт 27,Тип 2,6045,покупка,Телеграм,old
05.04.2022,Продукт 28,Тип 5,1140,покупка,None,old
05.04.2022,Продукт 28,Тип 5,6630,покупка,Ютуб,new
05.04.2022,Продукт 29,Тип 2,1815,покупка,Телеграм,old
05.04.2022,Продукт 60,Тип 2,2800,в подарок,None,old
05.04.2022,Продукт 31,Тип 1,5250,покупка,None,old
05.04.2022,Продукт 32,Тип 6,18000,покупка,None,old
05.04.2022,Продукт 33,Тип 2,2800,покупка,None,old
05.04.2022,Продукт 34,Тип 2,2795,покупка,Ютуб,new
05.04.2022,Продукт 39,Тип 5,2800,покупка,None,old
06.04.2022,Продукт 1,Тип 1,3570,покупка,None,old
06.04.2022,Продукт 40,Тип 1,1750,покупка,None,old
06.04.2022,Продукт 3,Тип 2,3570,покупка,Реклама,old
06.04.2022,Продукт 4,Тип 1,4080,покупка,None,old
06.04.2022,Продукт 4,Тип 1,21420,покупка,Блогер,new
06.04.2022,Продукт 4,Тип 1,3060,покупка,Блогер,old
06.04.2022,Продукт 41,Тип 4,3120,покупка,None,new
06.04.2022,Продукт 41,Тип 4,340,покупка,None,old
06.04.2022,Продукт 42,Тип 4,930,покупка,None,old
06.04.2022,Продукт 7,Тип 3,9700,в подарок,None,new
06.04.2022,Продукт 9,Тип 3,3000,в подарок,None,new
06.04.2022,Продукт 61,Тип 3,1600,в подарок,None,old
06.04.2022,Продукт 11,Тип 2,10850,покупка,None,new
06.04.2022,Продукт 11,Тип 2,39200,покупка,None,old
06.04.2022,Продукт 12,Тип 1,2550,покупка,None,old
06.04.2022,Продукт 13,Тип 2,2275,в подарок,Телеграм,old
06.04.2022,Продукт 13,Тип 2,8050,покупка,None,old
06.04.2022,Продукт 13,Тип 2,13650,покупка,Ютуб,new
06.04.2022,Продукт 13,Тип 2,9100,покупка,Ютуб,old
06.04.2022,Продукт 13,Тип 2,2275,покупка,Телеграм,new
06.04.2022,Продукт 13,Тип 2,2275,покупка,Телеграм,old
06.04.2022,Продукт 48,Тип 5,5940,покупка,None,old
06.04.2022,Продукт 14,Тип 4,2015,покупка,Ютуб,new
06.04.2022,Продукт 15,Тип 4,2275,покупка,Ютуб,old
06.04.2022,Продукт 17,Тип 2,7440,покупка,None,new
06.04.2022,Продукт 17,Тип 2,14880,покупка,None,old
06.04.2022,Продукт 18,Тип 1,4080,в подарок,None,new
06.04.2022,Продукт 18,Тип 1,3570,покупка,None,new
06.04.2022,Продукт 18,Тип 1,6120,покупка,Блогер,new
06.04.2022,Продукт 19,Тип 4,1625,покупка,Ютуб,new
06.04.2022,Продукт 20,Тип 1,7920,покупка,None,old
06.04.2022,Продукт 22,Тип 1,2550,покупка,None,old
06.04.2022,Продукт 25,Тип 7,5760,покупка,None,old
06.04.2022,Продукт 26,Тип 5,4080,в подарок,None,new
06.04.2022,Продукт 26,Тип 5,5150,покупка,None,old
06.04.2022,Продукт 27,Тип 2,2170,покупка,None,new
06.04.2022,Продукт 27,Тип 2,2480,покупка,None,old
06.04.2022,Продукт 27,Тип 2,1860,покупка,Блогер,new
06.04.2022,Продукт 27,Тип 2,2015,покупка,Ютуб,new
06.04.2022,Продукт 28,Тип 5,3315,покупка,Ютуб,new
06.04.2022,Продукт 28,Тип 5,3315,покупка,Ютуб,old
06.04.2022,Продукт 28,Тип 5,3315,покупка,Телеграм,old
06.04.2022,Продукт 29,Тип 2,2480,покупка,None,old
06.04.2022,Продукт 53,Тип 1,5040,покупка,None,old
06.04.2022,Продукт 54,Тип 2,5940,покупка,Лидген,old
06.04.2022,Продукт 30,Тип 4,930,покупка,None,old
06.04.2022,Продукт 31,Тип 1,5250,покупка,None,new
06.04.2022,Продукт 31,Тип 1,5250,покупка,None,old
06.04.2022,Продукт 68,Тип 4,2000,покупка,None,old
06.04.2022,Продукт 32,Тип 6,18000,покупка,None,old
06.04.2022,Продукт 69,Тип 6,36000,покупка,None,old
06.04.2022,Продукт 35,Тип 2,4200,покупка,None,old
06.04.2022,Продукт 35,Тип 2,4200,покупка,Блогер,new
06.04.2022,Продукт 56,Тип 4,1060,покупка,None,old
06.04.2022,Продукт 36,Тип 4,1470,покупка,None,old
06.04.2022,Продукт 39,Тип 5,2800,покупка,None,new
06.04.2022,Продукт 39,Тип 5,5950,покупка,None,old
07.04.2022,Продукт 1,Тип 1,3060,покупка,Блогер,new
07.04.2022,Продукт 40,Тип 1,2450,покупка,None,old
07.04.2022,Продукт 40,Тип 1,2100,покупка,Блогер,new
07.04.2022,Продукт 40,Тип 1,550,покупка,Лидген,old
07.04.2022,Продукт 40,Тип 1,1575,покупка,Телеграм,new
07.04.2022,Продукт 3,Тип 2,1330,покупка,Лидген,old
07.04.2022,Продукт 4,Тип 1,2550,покупка,None,new
07.04.2022,Продукт 4,Тип 1,550,покупка,None,old
07.04.2022,Продукт 4,Тип 1,12240,покупка,Блогер,new
07.04.2022,Продукт 4,Тип 1,3060,покупка,Блогер,old
07.04.2022,Продукт 41,Тип 4,3120,покупка,None,old
07.04.2022,Продукт 57,Тип 4,490,покупка,Лидген,old
07.04.2022,Продукт 6,Тип 2,6190,покупка,None,old
07.04.2022,Продукт 6,Тип 2,8190,покупка,Ютуб,new
07.04.2022,Продукт 6,Тип 2,1690,покупка,Лидген,old
07.04.2022,Продукт 42,Тип 4,2480,покупка,None,old
07.04.2022,Продукт 7,Тип 3,2800,в подарок,None,new
07.04.2022,Продукт 8,Тип 3,4800,в подарок,None,new
07.04.2022,Продукт 9,Тип 3,1600,в подарок,None,new
07.04.2022,Продукт 9,Тип 3,8000,в подарок,None,old
07.04.2022,Продукт 10,Тип 4,4900,покупка,None,new
07.04.2022,Продукт 11,Тип 2,20830,покупка,None,old
07.04.2022,Продукт 11,Тип 2,1225,покупка,Ютуб,new
07.04.2022,Продукт 43,Тип 4,585,покупка,Ютуб,new
07.04.2022,Продукт 12,Тип 1,4080,в подарок,None,old
07.04.2022,Продукт 12,Тип 1,3570,покупка,None,old
07.04.2022,Продукт 46,Тип 4,310,покупка,Лидген,old
07.04.2022,Продукт 47,Тип 7,3920,покупка,None,new
07.04.2022,Продукт 13,Тип 2,2800,покупка,None,old
07.04.2022,Продукт 13,Тип 2,2275,покупка,Телеграм,new
07.04.2022,Продукт 58,Тип 5,1500,покупка,None,new
07.04.2022,Продукт 15,Тип 4,2100,покупка,None,new
07.04.2022,Продукт 15,Тип 4,2100,покупка,None,old
07.04.2022,Продукт 15,Тип 4,875,покупка,Телеграм,new
07.04.2022,Продукт 16,Тип 2,2480,покупка,None,new
07.04.2022,Продукт 16,Тип 2,28210,покупка,None,old
07.04.2022,Продукт 64,Тип 4,1860,покупка,None,old
07.04.2022,Продукт 17,Тип 2,4960,в подарок,None,new
07.04.2022,Продукт 17,Тип 2,1550,покупка,None,new
07.04.2022,Продукт 17,Тип 2,21700,покупка,None,old
07.04.2022,Продукт 17,Тип 2,1860,покупка,Блогер,old
07.04.2022,Продукт 17,Тип 2,23250,покупка,Ютуб,new
07.04.2022,Продукт 17,Тип 2,8060,покупка,Ютуб,old
07.04.2022,Продукт 17,Тип 2,430,покупка,Лидген,old
07.04.2022,Продукт 17,Тип 2,5425,покупка,Телеграм,new
07.04.2022,Продукт 17,Тип 2,2015,покупка,Телеграм,old
07.04.2022,Продукт 50,Тип 4,1860,в подарок,None,new
07.04.2022,Продукт 50,Тип 4,3410,покупка,None,new
07.04.2022,Продукт 50,Тип 4,310,покупка,Лидген,old
07.04.2022,Продукт 18,Тип 1,3570,в подарок,None,new
07.04.2022,Продукт 18,Тип 1,550,покупка,None,old
07.04.2022,Продукт 19,Тип 4,1500,в подарок,None,old
07.04.2022,Продукт 19,Тип 4,3000,покупка,None,old
07.04.2022,Продукт 21,Тип 5,2170,в подарок,None,new
07.04.2022,Продукт 21,Тип 5,1550,покупка,None,new
07.04.2022,Продукт 21,Тип 5,1395,покупка,Телеграм,new
07.04.2022,Продукт 22,Тип 1,4080,покупка,None,new
07.04.2022,Продукт 22,Тип 1,3060,покупка,Блогер,old
07.04.2022,Продукт 22,Тип 1,1030,покупка,Лидген,old
07.04.2022,Продукт 24,Тип 2,7920,покупка,None,new
07.04.2022,Продукт 25,Тип 7,4320,покупка,Лидген,old
07.04.2022,Продукт 26,Тип 5,160,покупка,None,old
07.04.2022,Продукт 27,Тип 2,7130,покупка,None,new
07.04.2022,Продукт 51,Тип 4,1860,покупка,None,old
07.04.2022,Продукт 51,Тип 4,1860,покупка,Блогер,old
07.04.2022,Продукт 51,Тип 4,110,покупка,Лидген,old
07.04.2022,Продукт 52,Тип 4,3120,покупка,None,new
07.04.2022,Продукт 52,Тип 4,1170,покупка,None,old
07.04.2022,Продукт 52,Тип 4,585,покупка,Ютуб,new
07.04.2022,Продукт 28,Тип 5,3570,покупка,None,old
07.04.2022,Продукт 28,Тип 5,6120,покупка,Блогер,new
07.04.2022,Продукт 28,Тип 5,3315,покупка,Ютуб,new
07.04.2022,Продукт 28,Тип 5,3315,покупка,Ютуб,old
07.04.2022,Продукт 29,Тип 2,7440,покупка,None,old
07.04.2022,Продукт 29,Тип 2,1660,покупка,Лидген,old
07.04.2022,Продукт 54,Тип 2,4950,покупка,None,old
07.04.2022,Продукт 30,Тип 4,930,покупка,None,new
07.04.2022,Продукт 30,Тип 4,2170,покупка,None,old
07.04.2022,Продукт 60,Тип 2,2100,покупка,Блогер,old
07.04.2022,Продукт 31,Тип 1,3750,покупка,None,new
07.04.2022,Продукт 31,Тип 1,1750,покупка,None,old
07.04.2022,Продукт 31,Тип 1,2050,покупка,Лидген,old
07.04.2022,Продукт 68,Тип 4,2000,в подарок,None,new
07.04.2022,Продукт 68,Тип 4,1750,покупка,None,old
07.04.2022,Продукт 68,Тип 4,1000,покупка,Лидген,old
07.04.2022,Продукт 32,Тип 6,18000,покупка,None,old
07.04.2022,Продукт 33,Тип 2,4550,покупка,None,old
07.04.2022,Продукт 33,Тип 2,550,покупка,Лидген,old
07.04.2022,Продукт 34,Тип 2,5590,покупка,None,new
07.04.2022,Продукт 35,Тип 2,6300,покупка,Блогер,new
07.04.2022,Продукт 35,Тип 2,3700,покупка,Блогер,old
07.04.2022,Продукт 36,Тип 4,735,покупка,Ютуб,new
07.04.2022,Продукт 37,Тип 4,2480,в подарок,None,new
07.04.2022,Продукт 39,Тип 5,4550,покупка,None,new
07.04.2022,Продукт 39,Тип 5,39100,покупка,None,old
08.04.2022,Продукт 1,Тип 1,3570,покупка,None,old
08.04.2022,Продукт 40,Тип 1,4900,покупка,None,old
08.04.2022,Продукт 4,Тип 1,4080,покупка,None,old
08.04.2022,Продукт 4,Тип 1,6120,покупка,Блогер,new
08.04.2022,Продукт 4,Тип 1,3570,покупка,Реклама,old
08.04.2022,Продукт 4,Тип 1,3315,покупка,Телеграм,old
08.04.2022,Продукт 7,Тип 3,12050,в подарок,None,new
08.04.2022,Продукт 7,Тип 3,3200,в подарок,None,old
08.04.2022,Продукт 8,Тип 3,2000,в подарок,None,new
08.04.2022,Продукт 8,Тип 3,2800,в подарок,None,old
08.04.2022,Продукт 9,Тип 3,21700,в подарок,None,new
08.04.2022,Продукт 9,Тип 3,4800,в подарок,None,old
08.04.2022,Продукт 10,Тип 4,2450,покупка,None,new
08.04.2022,Продукт 11,Тип 2,10500,покупка,None,old
08.04.2022,Продукт 11,Тип 2,2275,покупка,Телеграм,new
08.04.2022,Продукт 12,Тип 1,4080,покупка,None,old
08.04.2022,Продукт 12,Тип 1,3315,покупка,Ютуб,new
08.04.2022,Продукт 15,Тип 4,700,покупка,None,old
08.04.2022,Продукт 16,Тип 2,2480,покупка,None,new
08.04.2022,Продукт 16,Тип 2,22320,покупка,None,old
08.04.2022,Продукт 16,Тип 2,2015,покупка,Телеграм,old
08.04.2022,Продукт 17,Тип 2,4650,покупка,None,new
08.04.2022,Продукт 17,Тип 2,30860,покупка,None,old
08.04.2022,Продукт 17,Тип 2,28210,покупка,Ютуб,new
08.04.2022,Продукт 17,Тип 2,10075,покупка,Ютуб,old
08.04.2022,Продукт 17,Тип 2,2015,покупка,Телеграм,new
08.04.2022,Продукт 17,Тип 2,8060,покупка,Телеграм,old
08.04.2022,Продукт 50,Тип 4,1860,покупка,None,new
08.04.2022,Продукт 59,Тип 4,1750,покупка,None,new
08.04.2022,Продукт 18,Тип 1,2550,покупка,None,old
08.04.2022,Продукт 18,Тип 1,3060,покупка,Блогер,new
08.04.2022,Продукт 20,Тип 1,7920,покупка,None,new
08.04.2022,Продукт 20,Тип 1,7920,покупка,None,old
08.04.2022,Продукт 22,Тип 1,4080,покупка,None,new
08.04.2022,Продукт 22,Тип 1,3570,покупка,None,old
08.04.2022,Продукт 25,Тип 7,5760,в подарок,None,old
08.04.2022,Продукт 25,Тип 7,8640,покупка,None,old
08.04.2022,Продукт 28,Тип 5,3060,в подарок,Блогер,new
08.04.2022,Продукт 28,Тип 5,3060,покупка,None,new
08.04.2022,Продукт 28,Тип 5,8160,покупка,None,old
08.04.2022,Продукт 28,Тип 5,3060,покупка,Блогер,new
08.04.2022,Продукт 28,Тип 5,3060,покупка,Блогер,old
08.04.2022,Продукт 29,Тип 2,2170,покупка,None,new
08.04.2022,Продукт 29,Тип 2,3100,покупка,None,old
08.04.2022,Продукт 53,Тип 1,5760,в подарок,None,new
08.04.2022,Продукт 53,Тип 1,5760,покупка,None,new
08.04.2022,Продукт 54,Тип 2,7920,в подарок,None,old
08.04.2022,Продукт 54,Тип 2,6568,покупка,None,old
08.04.2022,Продукт 60,Тип 2,8700,покупка,None,old
08.04.2022,Продукт 31,Тип 1,3000,покупка,None,old
08.04.2022,Продукт 68,Тип 4,1000,покупка,None,old
08.04.2022,Продукт 33,Тип 2,5250,покупка,None,old
08.04.2022,Продукт 35,Тип 2,2450,покупка,None,new
08.04.2022,Продукт 35,Тип 2,2450,покупка,None,old
08.04.2022,Продукт 36,Тип 4,2940,покупка,None,new
08.04.2022,Продукт 36,Тип 4,2450,покупка,None,old
08.04.2022,Продукт 37,Тип 4,1860,покупка,None,old
08.04.2022,Продукт 39,Тип 5,2800,покупка,None,new
08.04.2022,Продукт 39,Тип 5,16100,покупка,None,old
09.04.2022,Продукт 1,Тип 1,4080,покупка,None,new
09.04.2022,Продукт 4,Тип 1,12240,покупка,Блогер,new
09.04.2022,Продукт 4,Тип 1,1530,покупка,Блогер,old
09.04.2022,Продукт 6,Тип 2,3150,покупка,None,old
09.04.2022,Продукт 7,Тип 3,2800,в подарок,None,new
09.04.2022,Продукт 9,Тип 3,12000,в подарок,None,new
09.04.2022,Продукт 9,Тип 3,9200,в подарок,None,old
09.04.2022,Продукт 10,Тип 4,1750,покупка,None,old
09.04.2022,Продукт 75,Тип 2,1950,покупка,None,old
09.04.2022,Продукт 11,Тип 2,2800,покупка,None,old
09.04.2022,Продукт 11,Тип 2,2275,покупка,Телеграм,new
09.04.2022,Продукт 62,Тип 2,4400,покупка,None,old
09.04.2022,Продукт 12,Тип 1,3315,покупка,Ютуб,old
09.04.2022,Продукт 47,Тип 7,3920,покупка,None,old
09.04.2022,Продукт 58,Тип 5,6000,покупка,None,new
09.04.2022,Продукт 14,Тип 4,1860,покупка,None,new
09.04.2022,Продукт 16,Тип 2,2480,в подарок,None,old
09.04.2022,Продукт 16,Тип 2,4960,покупка,None,old
09.04.2022,Продукт 63,Тип 1,3240,покупка,None,old
09.04.2022,Продукт 64,Тип 4,2015,покупка,Телеграм,old
